countrycode,countryname,cluster,proba_0,proba_1,proba_2,proba_3,proba_4,proba_5,proba_6,dist_to_centroid_euclid,dist_to_centroid_mahalanobis
THA,Thailand,2,1.1164704117488582e-05,0.0,0.999988835295779,0.0,1.0393770482858643e-13,1.116262803556207e-161,0.0,1.5005433403697486,2.369115154516703
TJK,Tajikistan,4,1.857718638755237e-05,0.0,4.6277781775981354e-39,0.0,0.9999814228136125,9.660859210372923e-51,0.0,1.4279124108467205,2.351365919140232
TKM,Turkmenistan,4,7.355621157633329e-07,0.0,2.9021060604423416e-26,0.0,0.9999992644378844,5.595283309725697e-31,0.0,0.6924774172373391,1.9243663127253836
TLS,Timor-Leste,1,2.2664397048171256e-45,1.0,2.8789076082789345e-113,0.0,1.3211654663619436e-54,1.2093828482839896e-102,0.0,3.044570123020094,2.4494872110445183
TON,Tonga,0,0.9999972160417517,0.0,4.838269112315937e-09,0.0,2.7791199789466115e-06,1.258232525162926e-76,0.0,1.9099935212331673,4.177132632207323
TTO,Trinidad and Tobago,2,0.07568171050150016,0.0,0.9243182134207303,0.0,7.607776972864373e-08,3.957288512212796e-124,0.0,0.8507621673390579,2.5228340650452687
TUN,Tunisia,0,0.9843456746964446,0.0,0.015653596025852375,0.0,7.292777031061463e-07,2.26291806183046e-115,0.0,1.1607660368810557,2.8005250702623115
TUR,Turkey (Turkiye),2,0.0001070618451656466,0.0,0.9998929183198937,0.0,1.9834940856955153e-08,8.78156213253459e-128,0.0,0.8060211022730158,3.1570025476353827
TZA,Tanzania,4,1.940615992675977e-05,0.0,1.0145051737043859e-23,0.0,0.9999805938400729,2.5503860759612832e-16,0.0,0.8776403293467819,3.2612135512446163
UGA,Uganda,4,0.18322539134219845,0.0,8.495069795040368e-23,0.0,0.8167746086578015,5.699452671230567e-43,0.0,1.2486477659041115,2.3698785193733896
UKR,Ukraine,6,3.864271255485597e-58,0.0,0.0,0.0,6.195607806359364e-83,0.0,1.0,3.8193395805516603,1.9999981499051183
URY,Uruguay,0,0.962553802199095,0.0,0.03742957452752431,0.0,1.6623273380442832e-05,8.404463096013834e-111,0.0,1.113208101175534,2.0220509690458743
USA,United States,0,0.9999999986933645,0.0,1.4108478462123816e-14,0.0,1.3066213010242622e-09,1.3427103798612632e-122,0.0,2.252700642725023,3.7597234772300574
UZB,Uzbekistan,4,0.002588581264372946,0.0,2.385381472892929e-64,0.0,0.997411418735627,1.168712539158488e-30,0.0,1.4451684760363896,2.4106709943273072
VCT,Saint Vincent and the Grenadines,2,0.018874219241515236,0.0,0.9811256091538673,0.0,1.7160461713452473e-07,6.006082494199699e-114,0.0,1.0706184994056451,2.7905329095043476
VEN,Venezuela,1,6.780598058583e-40,1.0,1.1471787596723897e-71,0.0,2.2064241539418764e-33,3.771339902413082e-123,0.0,2.8329537459197756,2.4494867105335323
VNM,Vietnam,0,0.9999997378824795,0.0,6.893733470156176e-10,0.0,2.614281470692272e-07,4.399049417231257e-136,0.0,1.885882393366255,2.4173281514739644
VUT,Vanuatu,0,0.9956949814984575,0.0,0.0042232273107512715,0.0,8.179119079131454e-05,2.4301807171371005e-75,0.0,0.8296512023960748,2.7244009036018917
WSM,Samoa,0,0.9292179354363443,0.0,0.07075743135320677,0.0,2.4633210448965416e-05,6.290739942041081e-107,0.0,1.572263471994406,2.86324161014153
YEM,Yemen,3,7.395250853405815e-23,0.0,2.2559539333830995e-34,0.9999999999967564,3.2451202409955138e-12,9.361923041929628e-29,0.0,1.3684872507203258,2.449472175213641
ZAF,South Africa,0,0.9996314021326975,0.0,9.95195745523307e-05,0.0,0.0002690782927500839,6.057656157870391e-86,0.0,0.6215283202122512,1.8197972857585805
ZMB,Zambia,0,0.9877474976958318,0.0,5.630845278438436e-38,0.0,0.012252502304168484,3.879095089053284e-25,0.0,2.5132608544931734,4.8474771730554345
ZWE,Zimbabwe,1,4.0176728391979784e-47,1.0,2.3408406113844278e-124,0.0,4.237504501964241e-72,0.0,0.0,4.373223417242117,2.4494891694638055
